element	sp_num	obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
N	1	"96.5041"	"96.5041"	"70"	"5.52e+07"	A	"0.000"	"103622.51"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4s"	"4P"	"1/2"		"T7370"	"L3513"	
N	3	""	"96.7982"	""	"1.15e+07"	B	"230404.3"	"333712.0"	"2p3"	"2P*"	"1/2"	"2s2.5s"	"2S"	"1/2"		"T7192LS"	""	
N	3	""	"96.8022"	""	"2.30e+07"	B	"230408.6"	"333712.0"	"2p3"	"2P*"	"3/2"	"2s2.5s"	"2S"	"1/2"		"T7192LS"	""	
N	2	""	"97.4554"	""	"4.41e+07"	C	"109216.6"	"211827.67"	"2s.2p3"	"3P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385n"	""	
N	2	""	"97.4563"	""	"1.33e+08"	C	"109217.6"	"211827.67"	"2s.2p3"	"3P*"	"2"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385n"	""	
N	2	""	"97.5012"	""	"4.50e+07"	C	"109216.6"	"211779.45"	"2s.2p3"	"3P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385n"	""	
N	2	""	"97.5021"	""	"7.27e+07"	C	"109217.6"	"211779.45"	"2s.2p3"	"3P*"	"2"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385n"	""	
N	2	""	"97.5078"	""	"5.92e+07"	C	"109223.5"	"211779.45"	"2s.2p3"	"3P*"	"0"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385n"	""	
N	2	""	"97.5298"	""	"1.77e+08"	C	"109216.6"	"211749.35"	"2s.2p3"	"3P*"	"1"	"2s.2p2.(4P).3s"	"3P"	"0"		"T6385n"	""	
N	3	""	"97.5833"	""	"4.97e+08"	B	"317395.2"	"419871.7"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2p2.(3P).3p"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"97.5948"	""	"3.48e+08"	B	"317336.2"	"419800.7"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2p2.(3P).3p"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"97.6143"	""	"2.07e+08"	B	"317293.6"	"419737.6"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"97.6499"	""	"4.13e+08"	B	"317293.6"	"419700.3"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2p2.(3P).3p"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"97.6510"	""	"1.49e+08"	B	"317395.2"	"419800.7"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2p2.(3P).3p"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"97.6549"	""	"2.65e+08"	B	"317336.2"	"419737.6"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"97.6905"	""	"8.26e+07"	B	"317336.2"	"419700.3"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2p2.(3P).3p"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"97.7112"	""	"2.48e+07"	B	"317395.2"	"419737.6"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"97.9768"	""	"1.02e+08"	B	"101023.9"	"203088.9"	"2s.2p2"	"2D"	"5/2"	"2p3"	"2D*"	"3/2"		"T6335n"	""	
N	3	"97.9842"	"97.9832"	"650"	"8.84e+08"	B	"101030.6"	"203088.9"	"2s.2p2"	"2D"	"3/2"	"2p3"	"2D*"	"3/2"		"T6335n"	"L3513"	
N	3	"97.9919"	"97.9905"	"700"	"9.21e+08"	B	"101023.9"	"203074.6"	"2s.2p2"	"2D"	"5/2"	"2p3"	"2D*"	"5/2"		"T6335n"	"L3513"	
N	3	""	"97.9969"	""	"6.66e+07"	B	"101030.6"	"203074.6"	"2s.2p2"	"2D"	"3/2"	"2p3"	"2D*"	"5/2"		"T6335n"	""	
N	1	""	"98.0623"	""	"3.33e+08"	C+	"19224.464"	"121200.5"	"2s2.2p3"	"2D*"	"5/2"	"2s.2p4"	"2D"	"5/2"		"T5714"	""	
N	1	""	"98.0706"	""	"2.29e+07"	C+	"19233.177"	"121200.5"	"2s2.2p3"	"2D*"	"3/2"	"2s.2p4"	"2D"	"5/2"		"T5714"	""	
N	1	""	"98.9265"	""	"9.95e+07"	C	"19224.464"	"120309.6"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2P"	"3/2"		"T5714"	""	
N	1	""	"98.9335"	""	"1.12e+08"	C	"19233.177"	"120311.2"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2P"	"1/2"		"T5714"	""	
N	1	""	"98.9350"	""	"1.09e+07"	C	"19233.177"	"120309.6"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2P"	"3/2"		"T5714"	""	
N	3	"98.9790"	"98.9799"	"900"	"4.18e+08"	B	"0.0"	"101030.6"	"2s2.2p"	"2P*"	"1/2"	"2s.2p2"	"2D"	"3/2"		"T6335n"	"L3513"	
N	1	""	"99.0773"	""	"2.49e+07"	C+	"19224.464"	"120155.8"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2D"	"3/2"		"T5714"	""	
N	1	""	"99.0829"	""	"2.35e+08"	C+	"19224.464"	"120150.1"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2D"	"5/2"		"T5714"	""	
N	1	""	"99.0858"	""	"2.26e+08"	C+	"19233.177"	"120155.8"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2D"	"3/2"		"T5714"	""	
N	1	""	"99.0914"	""	"1.65e+07"	C+	"19233.177"	"120150.1"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2D"	"5/2"		"T5714"	""	
N	3	""	"99.1509"	""	"8.52e+06"	C	"287529.4"	"388385.8"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).4f"	"4D"	"1/2"		"T7192LS"	""	
N	3	"99.1514"	"99.1511"	"700"	"8.17e+07"	B	"174.4"	"101030.6"	"2s2.2p"	"2P*"	"3/2"	"2s.2p2"	"2D"	"3/2"		"T6335n"	"L3513"	
N	3	"99.1579"	"99.1577"	"1000"	"4.97e+08"	B	"174.4"	"101023.9"	"2s2.2p"	"2P*"	"3/2"	"2s.2p2"	"2D"	"5/2"		"T6335n"	"L3513"	
N	3	""	"99.1794"	""	"4.26e+06"	C	"287529.4"	"388356.8"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T7192LS"	""	
N	3	""	"99.2120"	""	"1.70e+06"	D	"287591.5"	"388385.8"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"1/2"		"T7192LS"	""	
N	3	""	"99.2405"	""	"5.44e+06"	C	"287591.5"	"388356.8"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T7192LS"	""	
N	3	""	"99.2873"	""	"7.13e+06"	C	"287591.5"	"388309.3"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		"T7192LS"	""	
N	3	""	"99.3543"	""	"5.08e+05"	D	"287706.9"	"388356.8"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"3/2"		"T7192LS"	""	
N	3	""	"99.4012"	""	"3.04e+06"	C	"287706.9"	"388309.3"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"5/2"		"T7192LS"	""	
N	3	""	"99.4373"	""	"1.01e+07"	C+	"287706.9"	"388272.8"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).4f"	"4D"	"7/2"		"T7192LS"	""	
N	1	""	"100.0145"	""	"3.72e+07"	C+	"19224.464"	"119210.0"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).4s"	"2D"	"5/2"		"T5714"	""	
N	1	""	"100.0145"	""	"3.92e+06"	C	"19224.464"	"119210.0"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).4s"	"2D"	"3/2"		"T5714"	""	
N	1	""	"100.0232"	""	"2.72e+06"	C	"19233.177"	"119210.0"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).4s"	"2D"	"5/2"		"T5714"	""	
N	1	""	"100.0232"	""	"3.62e+07"	C+	"19233.177"	"119210.0"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).4s"	"2D"	"3/2"		"T5714"	""	
N	3	""	"100.1703"	""	"8.65e+05"	D	"309656.2"	"409486.2"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"100.1747"	""	"4.85e+05"	C	"145875.7"	"245701.3"	"2s.2p2"	"2P"	"1/2"	"2s2.3p"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"100.2060"	""	"8.64e+05"	D	"309691.8"	"409486.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"100.2107"	""	"1.69e+06"	C	"145875.7"	"245665.4"	"2s.2p2"	"2P"	"1/2"	"2s2.3p"	"2P*"	"1/2"		"T6335"	""	
N	3	""	"100.2108"	""	"8.64e+04"	D	"309656.2"	"409445.8"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"100.2466"	""	"5.52e+05"	C	"309691.8"	"409445.8"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"100.2853"	""	"2.22e+06"	C	"145985.8"	"245701.3"	"2s.2p2"	"2P"	"3/2"	"2s2.3p"	"2P*"	"3/2"		"T6335"	""	
N	3	""	"100.3014"	""	"3.45e+04"	D	"309691.8"	"409391.3"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"100.3086"	""	"1.09e+06"	C	"309753.5"	"409445.8"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	6	""	"100.311"	""	"1.33e+08"	A	"4293020"	"4392710"	"1s.5s"	"1S"	"0"	"1s.8p"	"1P*"	"1"		"T5231"	""	
N	3	""	"100.3214"	""	"9.16e+05"	C	"145985.8"	"245665.4"	"2s.2p2"	"2P"	"3/2"	"2s2.3p"	"2P*"	"1/2"		"T6335"	""	
N	1	""	"100.337"	""	"1.86e+02"	B	"0.000"	"99663.912"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"		"T7370"	""	
N	1	""	"100.338"	""	"8.40e+02"	B	"0.000"	"99663.427"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"		"T7370"	""	
N	3	""	"100.3635"	""	"3.10e+05"	D	"309753.5"	"409391.3"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"100.4606"	""	"1.37e+06"	C+	"309849.8"	"409391.3"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"100.5993"	""	"2.57e+08"	B	"131004.3"	"230408.6"	"2s.2p2"	"2S"	"1/2"	"2p3"	"2P*"	"3/2"		"T6335n"	""	
N	3	""	"100.6036"	""	"2.48e+08"	B	"131004.3"	"230404.3"	"2s.2p2"	"2S"	"1/2"	"2p3"	"2P*"	"1/2"		"T6335n"	""	
N	3	""	"101.2193"	""	"2.39e+06"	C+	"334540.2"	"433335.6"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).8p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"101.2481"	""	"2.15e+07"	B	"334568.3"	"433335.6"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	"2s.2p.(3P*).8p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"101.2597"	""	"2.39e+07"	B	"334540.2"	"433296.2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).8p"	"2P"	"1/2"		"T7192LS"	""	
N	5	""	"101.8970"	""	"4.42e+08"	A	"615141.0"	"713279.3"	"1s2.4p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"		"T5118LS"	""	
N	5	""	"101.9288"	""	"5.30e+08"	A	"615173.8"	"713281.5"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"		"T5118LS"	""	
N	5	""	"101.9311"	""	"8.83e+07"	A	"615173.8"	"713279.3"	"1s2.4p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"		"T5118LS"	""	
N	6	""	"101.999"	""	"4.14e+07"	A	"4294670"	"4392710"	"1s.5d"	"1D"	"2"	"1s.8p"	"1P*"	"1"		"T5231"	""	
N	3	""	"102.1117"	""	"1.49e+08"	B	"317747.7"	"415679.7"	"2s2.4d"	"2D"	"3/2"	"2p2.(3P).3p"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"102.1134"	""	"1.11e+07"	B	"317747.7"	"415678.0"	"2s2.4d"	"2D"	"3/2"	"2p2.(3P).3p"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"102.1448"	""	"1.66e+07"	B	"317779.5"	"415679.7"	"2s2.4d"	"2D"	"5/2"	"2p2.(3P).3p"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"102.1466"	""	"1.55e+08"	B	"317779.5"	"415678.0"	"2s2.4d"	"2D"	"5/2"	"2p2.(3P).3p"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"103.4622"	""	"9.58e+07"	B	"230404.3"	"327058.0"	"2p3"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"		"T7192LS"	""	
N	3	""	"103.4668"	""	"1.92e+08"	B	"230408.6"	"327058.0"	"2p3"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"		"T7192LS"	""	
N	4	"103.616"	""	"150w"	""		""	""	""	""	""	""	""	""		""	"L4738"	
N	3	""	"103.8612"	""	"2.14e+08"	B	"245665.4"	"341947.7"	"2s2.3p"	"2P*"	"1/2"	"2s2.5d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"103.8988"	""	"2.57e+08"	B	"245701.3"	"341948.8"	"2s2.3p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"103.9000"	""	"4.29e+07"	B	"245701.3"	"341947.7"	"2s2.3p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"104.9660"	""	"1.58e+08"	B	"314217.3"	"409486.2"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"105.0106"	""	"1.57e+08"	B	"314217.3"	"409445.8"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	5	""	"105.0175"	""	"6.48e+05"	B	"618059.3"	"713281.5"	"1s2.4f"	"2F*"	"5/2"	"1s2.6d"	"2D"	"5/2"		"T3127LS"	""	
N	5	""	"105.0200"	""	"1.36e+07"	B	"618059.3"	"713279.3"	"1s2.4f"	"2F*"	"5/2"	"1s2.6d"	"2D"	"3/2"		"T3127LS"	""	
N	5	""	"105.0228"	""	"1.30e+07"	B	"618064.1"	"713281.5"	"1s2.4f"	"2F*"	"7/2"	"1s2.6d"	"2D"	"5/2"		"T3127LS"	""	
N	4	""	"105.0602"	""	"2.68e+07"	B	"404522.4"	"499705.9"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2p.(2P*<3/2>).3p"	"1D"	"2"		"T5633"	""	
N	3	""	"105.0707"	""	"1.57e+08"	B	"314217.3"	"409391.3"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"105.1718"	""	"7.15e+07"	C+	"267238.4"	"362320.9"	"2s2.3d"	"2D"	"3/2"	"2s2.7f"	"2F*"	"5/2"		"T7192LS"	""	
N	3	""	"105.1780"	""	"7.66e+07"	C+	"267244.0"	"362320.9"	"2s2.3d"	"2D"	"5/2"	"2s2.7f"	"2F*"	"7/2"		"T7192LS"	""	
N	3	""	"105.1780"	""	"5.11e+06"	C	"267244.0"	"362320.9"	"2s2.3d"	"2D"	"5/2"	"2s2.7f"	"2F*"	"5/2"		"T7192LS"	""	
N	5	""	"105.4872"	""	"1.34e+08"	A	"615141.0"	"709939.2"	"1s2.4p"	"2P*"	"1/2"	"1s2.6s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"105.5237"	""	"2.67e+08"	A	"615173.8"	"709939.2"	"1s2.4p"	"2P*"	"3/2"	"1s2.6s"	"2S"	"1/2"		"T5118LS"	""	
N	3	""	"105.5949"	""	"5.88e+08"	B	"320978.2"	"415679.7"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2p2.(3P).3p"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"105.5968"	""	"4.35e+07"	B	"320978.2"	"415678.0"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2p2.(3P).3p"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"105.6938"	""	"6.51e+07"	B	"321066.8"	"415679.7"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2p2.(3P).3p"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"105.6957"	""	"6.08e+08"	B	"321066.8"	"415678.0"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2p2.(3P).3p"	"2D*"	"5/2"		"T7192LS"	""	
N	5	""	"105.7571"	""	"7.77e+06"	B+	"617916.3"	"712472.6"	"1s2.4d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"105.7674"	""	"6.99e+07"	B+	"617925.5"	"712472.6"	"1s2.4d"	"2D"	"5/2"	"1s2.6p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"105.7676"	""	"7.77e+07"	B+	"617916.3"	"712463.2"	"1s2.4d"	"2D"	"3/2"	"1s2.6p"	"2P*"	"1/2"		"T5118LS"	""	
N	2	""	"106.0209"	""	"3.82e+07"	C	"109216.6"	"203537.66"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
N	2	""	"106.0220"	""	"3.95e+07"	C	"109217.6"	"203537.66"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
N	2	""	"106.0286"	""	"1.57e+07"	C	"109223.5"	"203537.66"	"2s.2p3"	"3P*"	"0"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
N	2	""	"106.3350"	""	"1.22e+07"	D+	"109216.6"	"203258.98"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
N	2	""	"106.3362"	""	"3.24e+07"	D+	"109217.6"	"203258.98"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
N	2	""	"106.4142"	""	"5.64e+06"	D+	"109216.6"	"203189.03"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
N	2	""	"106.4153"	""	"2.74e+07"	D+	"109217.6"	"203189.03"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
N	2	""	"106.4220"	""	"1.17e+07"	D+	"109223.5"	"203189.03"	"2s.2p3"	"3P*"	"0"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
N	2	""	"106.4443"	""	"4.40e+07"	D+	"109216.6"	"203162.48"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3P"	"0"		"T6385n"	""	
N	2	""	"106.4947"	""	"2.30e+03"	C	"15316.2"	"109217.6"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"3P*"	"2"		"T7333"	""	
N	2	""	"106.4958"	""	"5.16e+03"	C	"15316.2"	"109216.6"	"2s2.2p2"	"1D"	"2"	"2s.2p3"	"3P*"	"1"		"T7333"	""	
N	1	"106.7614"	"106.7614"	"90"	"3.53e+07"	C	"19224.464"	"112891.238"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(3P).5d"	"2F"	"7/2"		"u18,LS"	"L3513"	
N	2	""	"106.7877"	""	"7.46e+06"	C	"109217.6"	"202861.36"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"3"		"T6385"	""	
N	1	""	"106.8512"	""	"2.34e+06"	D+	"19224.464"	"112812.518"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(3P).5d"	"2F"	"5/2"		"u18,LS"	""	
N	1	"106.8612"	"106.8612"	"60"	"3.28e+07"	C	"19233.177"	"112812.518"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(3P).5d"	"2F"	"5/2"		"u18,LS"	"L3513"	
N	6	""	"106.872"	""	"8.495e+08"	AA	"4202520"	"4296090"	"1s.4s"	"1S"	"0"	"1s.5p"	"1P*"	"1"		"T5997"	""	
N	2	""	"106.8962"	""	"4.28e+06"	C	"109216.6"	"202765.26"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
N	2	""	"106.8974"	""	"3.38e+06"	C	"109217.6"	"202765.26"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
N	3	""	"106.9055"	""	"2.61e+06"	C+	"334540.2"	"428080.8"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).7p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"106.9376"	""	"2.34e+07"	B	"334568.3"	"428080.8"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	"2s.2p.(3P*).7p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"106.9458"	""	"2.60e+07"	B	"334540.2"	"428045.5"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).7p"	"2P"	"1/2"		"T7192LS"	""	
N	2	""	"106.9547"	""	"3.69e+06"	C	"109216.6"	"202714.12"	"2s.2p3"	"3P*"	"1"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
N	2	""	"106.9559"	""	"6.53e+05"	D+	"109217.6"	"202714.12"	"2s.2p3"	"3P*"	"2"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
N	2	""	"106.9626"	""	"3.14e+06"	C	"109223.5"	"202714.12"	"2s.2p3"	"3P*"	"0"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
N	4	"107.871"	"107.8711"	"90"	"1.22e+09"	B	"429159.6"	"521862.8"	"1s2.2s.3d"	"1D"	"2"	"1s2.2s.4f"	"1F*"	"3"		"T5633"	"L4738"	
N	1	""	"108.2706"	""	"1.26e+08"	C+	"28839.306"	"121200.5"	"2s2.2p3"	"2P*"	"3/2"	"2s.2p4"	"2D"	"5/2"		"T5714"	""	
N	2	"108.3990"	"108.3990"	"450"	"2.10e+08"	A	"0.0"	"92251.8"	"2s2.2p2"	"3P"	"0"	"2s.2p3"	"3D*"	"1"		"T7333"	"L3513"	
N	2	""	"108.4562"	""	"1.54e+08"	A	"48.7"	"92251.8"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3D*"	"1"		"T7333"	""	
N	2	"108.4580"	"108.4580"	"600"	"2.82e+08"	A	"48.7"	"92250.3"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3D*"	"2"		"T7333"	"L3513"	
N	3	""	"108.4686"	""	"2.12e+07"	B	"317293.6"	"409486.2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"108.5161"	""	"5.30e+07"	B	"317293.6"	"409445.8"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"108.5187"	""	"1.06e+08"	B	"317336.2"	"409486.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"1/2"		"T7192LS"	""	
N	2	""	"108.5529"	""	"9.96e+06"	A	"130.8"	"92251.8"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3D*"	"1"		"T7333"	""	
N	2	"108.5546"	"108.5546"	"430"	"9.10e+07"	A	"130.8"	"92250.3"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3D*"	"2"		"T7333"	"L3513"	
N	3	""	"108.5663"	""	"1.70e+07"	B	"317336.2"	"409445.8"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	2	"108.5701"	"108.5701"	"650"	"3.72e+08"	A	"130.8"	"92237.2"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3D*"	"3"		"T7333"	"L3513"	
N	4	""	"108.6084"	""	"2.29e+08"	B	"405971.6"	"498045.5"	"1s2.2s.3p"	"3P*"	"0"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"		"T5633LS"	""	
N	4	""	"108.6272"	""	"6.86e+08"	B	"405987.5"	"498045.5"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"		"T5633LS"	""	
N	3	""	"108.6306"	""	"3.81e+07"	B	"317336.2"	"409391.3"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"108.6359"	""	"5.71e+07"	B	"317395.2"	"409445.8"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"3/2"		"T7192LS"	""	
N	4	""	"108.6688"	""	"1.14e+09"	B	"406022.8"	"498045.5"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2p.(2P*<3/2>).3p"	"3S"	"1"		"T5633LS"	""	
N	3	""	"108.7003"	""	"8.87e+07"	B	"317395.2"	"409391.3"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).5d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"108.9142"	""	"3.32e+07"	B	"287529.4"	"379344.8"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"		"T7192LS"	""	
N	3	""	"108.9252"	""	"2.39e+07"	B	"287591.5"	"379397.6"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"		"T7192LS"	""	
